number-n 不少 数量 0.134 syn
see-v 看见 看到 0.7 poly
see-v 看见 看到 0.7 poly
see-v 看见 看到 0.7 poly
see-v 看见 看到 0.7 poly
see-v 看见 看 0.589 syn
see-v 看见 看到 0.7 poly
see-v 看见 看到 0.7 poly
see-v 看见 见 0.128 syn
see-v 看见 看 0.589 syn
see-v 看见 看 0.589 syn
see-v 看见 看到 0.7 poly
see-v 看见 看到 0.7 poly
see-v 看见 看到 0.7 poly
see-v 看见 看 0.589 syn
see-v 看见 看 0.589 syn
see-v 看见 看 0.589 syn
see-v 看见 看到 0.7 poly
see-v 看见 看到 0.7 poly
see-v 看见 看到 0.7 poly
see-v 看见 看到 0.7 poly
see-v 看见 看到 0.7 poly
see-v 看见 见 0.128 syn
see-v 目睹 看到 0.536 syn
see-v 目睹 看到 0.536 syn
see-v 目睹 见 -0.047 syn
see-v 目睹 看 0.154 syn
see-v 目睹 看 0.154 syn
see-v 再见 见 0.135 syn
see-v 再见 见 0.135 syn
see-v 看一看 看到 0.413 syn
see-v 看一看 看到 0.413 syn
see-v 看一看 看出 0.236 syn
see-v 看一看 见 -0.024 syn
see-v 看一看 看 0.423 syn
see-v 看一看 看到 0.413 syn
see-v 看一看 看到 0.413 syn
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 见 0.071 syn
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看 0.537 syn
see-v 看到 看 0.537 syn
see-v 看到 看 0.537 syn
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 见 0.071 syn
see-v 看到 看 0.537 syn
see-v 看到 看 0.537 syn
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看出 0.537 syn
see-v 看到 见 0.071 syn
see-v 看到 看 0.537 syn
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 见 0.071 syn
see-v 看到 看 0.537 syn
see-v 看到 看 0.537 syn
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 见 0.071 syn
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 见 0.071 syn
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 见 0.071 syn
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 测 0.252 syn
see-v 看到 看 0.537 syn
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看 0.537 syn
see-v 看到 看 0.537 syn
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看出 0.537 syn
see-v 看到 见 0.071 syn
see-v 看到 看 0.537 syn
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 见 0.071 syn
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看 0.537 syn
see-v 看到 看 0.537 syn
see-v 看到 看 0.537 syn
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 测 0.252 syn
see-v 看到 看 0.537 syn
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 见 0.071 syn
see-v 看到 看 0.537 syn
see-v 看到 看 0.537 syn
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看出 0.537 syn
see-v 看到 见 0.071 syn
see-v 看到 看 0.537 syn
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看 0.537 syn
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 见 0.071 syn
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看 0.537 syn
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 见 0.071 syn
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 见 0.071 syn
see-v 看到 看到 1.0 poly
see-v 看到 见 0.071 syn
see-v 看到 看 0.537 syn
see-v 看到 看 0.537 syn
see-v 看到 看到 1.0 poly
see-v 看到 见 0.071 syn
see-v 看到 看 0.537 syn
see-v 看到 看 0.537 syn
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看 0.537 syn
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看出 0.537 syn
see-v 看到 见 0.071 syn
see-v 看到 看 0.537 syn
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 见 0.071 syn
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看 0.537 syn
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 见 0.071 syn
see-v 看到 看 0.537 syn
see-v 看到 看 0.537 syn
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看 0.537 syn
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 见 0.071 syn
see-v 看到 看 0.537 syn
see-v 看到 看 0.537 syn
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 见 0.071 syn
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看 0.537 syn
see-v 看到 见 0.071 syn
see-v 看到 看 0.537 syn
see-v 看到 看 0.537 syn
see-v 看到 看到 1.0 poly
see-v 看到 看 0.537 syn
see-v 看到 见 0.071 syn
see-v 看到 看 0.537 syn
see-v 看到 看 0.537 syn
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 见 0.071 syn
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看 0.537 syn
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 见 0.071 syn
see-v 看到 看到 1.0 poly
see-v 看到 见 0.071 syn
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看 0.537 syn
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看到 1.0 poly
see-v 看到 看 0.537 syn
see-v 看到 看 0.537 syn
see-v 看到 看 0.537 syn
see-v 看到 看到 1.0 poly
see-v 看到 见 0.071 syn
see-v 看到 见 0.071 syn
see-v 看到 看 0.537 syn
see-v 看到 看 0.537 syn
see-v 看到 看到 1.0 poly
see-v 看到 看 0.537 syn
see-v 看到 看 0.537 syn
see-v 看到 看 0.537 syn
see-v 看到 看到 1.0 poly
see-v 看到 看 0.537 syn
see-v 看到 看 0.537 syn
see-v 看到 看 0.537 syn
see-v 看到 看 0.537 syn
see-v 看到 见 0.071 syn
see-v 看到 看 0.537 syn
see-v 看到 看到 1.0 poly
see-v 看到 见 0.071 syn
see-v 看到 看到 1.0 poly
see-v 看到 看 0.537 syn
see-v 看到 看 0.537 syn
see-v 看到 看 0.537 syn
see-v 看到 见 0.071 syn
see-v 看到 看 0.537 syn
see-v 看到 看 0.537 syn
see-v 看到 看 0.537 syn
see-v 看到 见 0.071 syn
see-v 看到 看 0.537 syn
see-v 看到 看 0.537 syn
see-v 看到 看到 1.0 poly
see-v 看到 见 0.071 syn
see-v 看到 见 0.071 syn
see-v 看到 见 0.071 syn
see-v 看到 见 0.071 syn
see-v 看到 看出 0.537 syn
see-v 看到 见 0.071 syn
see-v 看到 看 0.537 syn
see-v 看出 见 0.246 syn
see-v 见 见 1.0 poly
see-v 见 见 1.0 poly
see-v 见 看 0.272 syn
see-v 见 见 1.0 poly
see-v 见 看 0.272 syn
see-v 见 见 1.0 poly
see-v 见 看 0.272 syn
see-v 见 看 0.272 syn
see-v 见 看 0.272 syn
see-v 见 见 1.0 poly
see-v 见 看 0.272 syn
see-v 见 看 0.272 syn
see-v 见 看 0.272 syn
see-v 见 见 1.0 poly
see-v 见 看 0.272 syn
see-v 见 见 1.0 poly
see-v 见 看 0.272 syn
see-v 见 见 1.0 poly
see-v 见 看 0.272 syn
see-v 见 看 0.272 syn
see-v 见 看 0.272 syn
see-v 见 看 0.272 syn
see-v 测 看 0.433 syn
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
see-v 看 看 1.0 poly
say-v 话 就说 0.4 syn
say-v 就说 就说 1.0 poly
location-n 地方 位置 0.356 syn
burn-v 焚烧 凶杀 0.391 syn
hear-v 听见 听说 0.601 syn
hear-v 听见 听 0.722 poly
hear-v 听见 听到 0.751 poly
hear-v 听见 听 0.722 poly
hear-v 听到 听说 0.626 syn
hear-v 听到 听一听 0.372 syn
hear-v 听到 听说 0.626 syn
hear-v 听到 听 0.675 poly
hear-v 听到 听说 0.626 syn
hear-v 听到 听听 0.618 syn
hear-v 听到 听说 0.626 syn
hear-v 听到 听说 0.626 syn
hear-v 听到 听一听 0.372 syn
hear-v 听到 听说 0.626 syn
hear-v 听到 听说 0.626 syn
hear-v 听到 听 0.675 poly
hear-v 听到 听 0.675 poly
hear-v 听到 听说 0.626 syn
hear-v 听到 听说 0.626 syn
hear-v 听到 听说 0.626 syn
hear-v 听到 听说 0.626 syn
hear-v 听到 听 0.675 poly
hear-v 听到 听说 0.626 syn
hear-v 听到 听 0.675 poly
hear-v 听到 听说 0.626 syn
hear-v 听到 听说 0.626 syn
hear-v 听到 听一听 0.372 syn
hear-v 听到 听说 0.626 syn
hear-v 听说 听听 0.511 syn
hear-v 听说 听 0.7 poly
hear-v 听说 听一听 0.219 syn
hear-v 听说 听一听 0.219 syn
hear-v 听说 听 0.7 poly
hear-v 听说 听听 0.511 syn
hear-v 听说 听一听 0.219 syn
hear-v 听 听 1.0 poly
hear-v 听 听 1.0 poly
hear-v 听 听一听 0.444 syn
hear-v 听一听 听听 0.495 syn
inform-v 告诉 告知 0.365 syn
like-v 像 喜欢 0.783 poly
official-n 官员 官员们 0.544 syn
send-v 寄 发给 0.394 syn
send-v 寄 发出 0.1 syn
send-v 发给 发 0.31 syn
send-v 送到 派 0.192 syn
send-v 派出 有一天 0.051 syn
send-v 发 送 0.414 syn
send-v 发 发出 0.15 syn
become-v 竞 成 0.221 syn
become-v 竞 成为 0.004 syn
become-v 竞 成为 0.004 syn
become-v 竞 变得 -0.024 syn
become-v 成 成为 0.453 syn
become-v 成 成为 0.453 syn
become-v 成 成为 0.453 syn
become-v 成 成为 0.453 syn
become-v 成 变得 0.307 syn
become-v 成 成为 0.453 syn
become-v 成 成为 0.453 syn
become-v 成 变得 0.307 syn
become-v 成 成为 0.453 syn
become-v 成 成为 0.453 syn
become-v 成 变得 0.307 syn
become-v 成 成为 0.453 syn
become-v 成 成为 0.453 syn
become-v 成 变得 0.307 syn
become-v 成 成为 0.453 syn
become-v 成 成为 0.453 syn
become-v 成 变得 0.307 syn
become-v 成 成为 0.453 syn
become-v 成 成为 0.453 syn
become-v 成 变得 0.307 syn
become-v 成为 变得 0.443 syn
become-v 成为 变得 0.443 syn
become-v 成为 一块 0.025 syn
become-v 成为 一块 0.025 syn
become-v 成为 变得 0.443 syn
become-v 成为 变得 0.443 syn
become-v 成为 变得 0.443 syn
become-v 成为 变得 0.443 syn
become-v 成为 变得 0.443 syn
become-v 成为 变得 0.443 syn
become-v 成为 变得 0.443 syn
become-v 成为 变得 0.443 syn
become-v 一块 变得 0.005 syn
violate-v 违法 违反 0.498 syn
take-v 采取 拿 -0.06 syn
take-v 带领 拿 0.103 syn
take-v 上任 出任 0.602 syn
take-v 带 拿 0.84 poly
take-v 带 拿 0.84 poly
take-v 拿 拿 1.0 poly
take-v 拿 拿 1.0 poly
take-v 拿 拿 1.0 poly
take-v 拿 拿 1.0 poly
take-v 拿 拿 1.0 poly
take-v 拿 拿 1.0 poly
take-v 拿 拿 1.0 poly
take-v 拿 拿 1.0 poly
take-v 拿 冒 0.528 syn
morning-n 早晨 早上 0.763 poly
morning-n 早上 早上 1.0 poly
lose-v 面子 丧失 0.19 syn
lose-v 丢官 丧失 0.237 syn
lose-v 失去 失去 1.0 poly
lose-v 失去 关上 0.398 syn
lose-v 失去 失去 1.0 poly
lose-v 失去 失去 1.0 poly
lose-v 失去 丢 0.378 syn
lose-v 失去 关上 0.398 syn
lose-v 失去 赔 0.216 syn
lose-v 失去 关上 0.398 syn
lose-v 失去 丢 0.378 syn
lose-v 丢 丧失 0.184 syn
develop-v 开发 发展 0.331 syn
develop-v 开发 发展 0.331 syn
develop-v 开发 发展 0.331 syn
develop-v 发展 发展 1.0 poly
develop-v 发展 发展 1.0 poly
develop-v 发展 发展 1.0 poly
develop-v 发展 发展 1.0 poly
feel-v 感觉 感觉 1.0 poly
feel-v 感觉 感觉 1.0 poly
feel-v 感觉 觉得 0.666 poly
feel-v 感觉 感觉 1.0 poly
feel-v 感觉 感觉 1.0 poly
feel-v 感觉 感觉 1.0 poly
feel-v 感觉 感到 0.299 syn
feel-v 感觉 觉得 0.666 poly
feel-v 感觉 觉得 0.666 poly
feel-v 感觉 感到 0.299 syn
feel-v 感觉 觉得 0.666 poly
feel-v 感觉 觉得 0.666 poly
feel-v 感觉 感受 0.632 syn
feel-v 感觉 感觉 1.0 poly
feel-v 感觉 感觉 1.0 poly
feel-v 感觉 感到 0.299 syn
feel-v 感觉 觉得 0.666 poly
feel-v 感觉 觉得 0.666 poly
feel-v 感觉 感受 0.632 syn
feel-v 感觉 感觉 1.0 poly
feel-v 感觉 感觉 1.0 poly
feel-v 感觉 感觉 1.0 poly
feel-v 感觉 觉得 0.666 poly
feel-v 感觉 感受 0.632 syn
feel-v 感觉 感受 0.632 syn
feel-v 感觉 感觉 1.0 poly
feel-v 感觉 觉得 0.666 poly
feel-v 感觉 心里 0.785 poly
feel-v 感觉 感觉 1.0 poly
feel-v 感觉 感觉 1.0 poly
feel-v 感觉 觉着 0.744 poly
feel-v 感觉 觉得 0.666 poly
feel-v 感觉 感受 0.632 syn
feel-v 感觉 感觉 1.0 poly
feel-v 感觉 感觉 1.0 poly
feel-v 感觉 觉得 0.666 poly
feel-v 感觉 感觉 1.0 poly
feel-v 感觉 觉得 0.666 poly
feel-v 感觉 感觉 1.0 poly
feel-v 感觉 觉得 0.666 poly
feel-v 感觉 觉得 0.666 poly
feel-v 感觉 感受 0.632 syn
feel-v 感觉 觉着 0.744 poly
feel-v 感觉 觉得 0.666 poly
feel-v 感觉 感受 0.632 syn
feel-v 感觉 感到 0.299 syn
feel-v 感觉 觉得 0.666 poly
feel-v 感觉 觉得 0.666 poly
feel-v 感觉 感受 0.632 syn
feel-v 感觉 感觉 1.0 poly
feel-v 感觉 觉得 0.666 poly
feel-v 感觉 心里 0.785 poly
feel-v 感觉 感受 0.632 syn
feel-v 感觉 觉得 0.666 poly
feel-v 感觉 感受 0.632 syn
feel-v 感觉 感到 0.299 syn
feel-v 感觉 觉得 0.666 poly
feel-v 感觉 觉得 0.666 poly
feel-v 感觉 感受 0.632 syn
feel-v 感觉 感受 0.632 syn
feel-v 感觉 感受 0.632 syn
feel-v 感觉 感到 0.299 syn
feel-v 感觉 觉得 0.666 poly
feel-v 感觉 觉得 0.666 poly
feel-v 感觉 感受 0.632 syn
feel-v 感觉 感觉 1.0 poly
feel-v 感觉 觉得 0.666 poly
feel-v 感觉 感受 0.632 syn
feel-v 感觉 觉得 0.666 poly
feel-v 觉着 觉得 0.609 syn
feel-v 觉着 觉得 0.609 syn
feel-v 觉着 觉得 0.609 syn
feel-v 感到 觉得 0.337 syn
feel-v 感到 觉得 0.337 syn
feel-v 感到 觉得 0.337 syn
feel-v 感到 心里 0.285 syn
feel-v 感到 觉得 0.337 syn
feel-v 感到 感受 0.333 syn
feel-v 感到 觉得 0.337 syn
feel-v 觉得 觉得 1.0 poly
feel-v 觉得 觉得 1.0 poly
feel-v 觉得 感受 0.3 syn
feel-v 觉得 觉得 1.0 poly
feel-v 觉得 心里 0.693 poly
feel-v 觉得 感受 0.3 syn
feel-v 觉得 觉得 1.0 poly
feel-v 觉得 感受 0.3 syn
feel-v 觉得 感受 0.3 syn
feel-v 觉得 觉得 1.0 poly
feel-v 觉得 觉得 1.0 poly
feel-v 觉得 感受 0.3 syn
feel-v 觉得 感受 0.3 syn
feel-v 觉得 心里 0.693 poly
feel-v 觉得 觉得 1.0 poly
feel-v 觉得 感受 0.3 syn
feel-v 觉得 感受 0.3 syn
feel-v 觉得 心里 0.693 poly
feel-v 觉得 感受 0.3 syn
feel-v 心里 感受 0.41 syn
form-v 形成 形成 1.0 poly
bus-n 汽车 校车 0.358 syn
thing-n 件 东西 0.376 syn
thing-n 件 事情 0.408 syn
thing-n 件 事情 0.408 syn
thing-n 件 东西 0.376 syn
thing-n 件 事情 0.408 syn
thing-n 件 事情 0.408 syn
thing-n 件 东西 0.376 syn
thing-n 件 事情 0.408 syn
thing-n 件 事情 0.408 syn
thing-n 件 事情 0.408 syn
thing-n 件 事情 0.408 syn
thing-n 件 事情 0.408 syn
thing-n 件 东西 0.376 syn
thing-n 件 事情 0.408 syn
thing-n 件 事情 0.408 syn
thing-n 件 东西 0.376 syn
thing-n 件 事情 0.408 syn
thing-n 件 事情 0.408 syn
thing-n 事 东西 0.454 syn
thing-n 事 东西 0.454 syn
thing-n 事 东西 0.454 syn
thing-n 事 东西 0.454 syn
thing-n 事 东西 0.454 syn
thing-n 事 东西 0.454 syn
thing-n 事 东西 0.454 syn
thing-n 事 东西 0.454 syn
thing-n 事 东西 0.454 syn
thing-n 事 东西 0.454 syn
thing-n 事 东西 0.454 syn
record-n 记录 记录 1.0 poly
minute-n 稍等 分钟 0.286 syn
pay-v 还完 付出 0.021 syn
pay-v 还完 付出 0.021 syn
night-n 晚上 明晚 0.624 syn
expose-v 揭发 暴露 0.325 syn
word-n 字 词 0.625 syn
report-n 报告 份 0.438 syn
report-n 报告 报告 1.0 poly
report-n 报告 报告 1.0 poly
report-n 报告 报告 1.0 poly
report-n 报告 报告 1.0 poly
report-n 报告 份 0.438 syn
report-n 报告 报道 0.166 syn
join-v 请到 加入 0.033 syn
join-v 待会儿 加入 -0.044 syn
join-v 参加 加入 0.324 syn
join-v 加入 加入 1.0 poly
join-v 加入 有请 -0.046 syn
join-v 加入 有请 -0.046 syn
wear-v 佩戴 一直以来 0.123 syn
wear-v 身穿 戴 0.576 syn
wear-v 戴上 一直以来 0.312 syn
choice-n 选择 选择 1.0 poly
choice-n 选择 选择 1.0 poly
improve-v 好转 提高 0.267 syn
improve-v 好转 起色 0.634 syn
improve-v 提高 起色 0.029 syn
improve-v 改善 起色 0.147 syn
race-n 场 竞选 0.196 syn
race-n 场 喜气洋洋 0.331 syn
race-n 场 竞选 0.196 syn
race-n 竞选 见分晓 0.362 syn
race-n 竞选 晚点 -0.036 syn
race-n 竞选 喜气洋洋 0.131 syn
race-n 竞选 见分晓 0.362 syn
race-n 竞选 见分晓 0.362 syn
race-n 竞选 喜气洋洋 0.131 syn
race-n 竞选 晚点 -0.036 syn
race-n 竞选 见分晓 0.362 syn
race-n 竞选 喜气洋洋 0.131 syn
face-v 丢官 面临 0.076 syn
face-v 丢官 面对 0.278 syn
face-v 举步维艰 面对 0.397 syn
face-v 面临 面对 0.814 poly
face-v 面临 面对 0.814 poly
face-v 面临 面对 0.814 poly
face-v 面对 面对 1.0 poly
face-v 面对 面对 1.0 poly
face-v 面对 面对 1.0 poly
speech-n 演讲 讲话 0.779 poly
reality-n 事实 现实 0.401 syn
vote-v 投票 选举权 0.478 syn
leader-n 领导人 领袖 0.626 syn
leader-n 领导人 领袖 0.626 syn
book-n 书名 书 0.423 syn
book-n 书名 书 0.423 syn
book-n 书名 书 0.423 syn
book-n 书名 书籍 0.489 syn
book-n 书名 书 0.423 syn
book-n 书名 书 0.423 syn
book-n 书名 《 0.485 syn
book-n 书名 书 0.423 syn
book-n 书名 书 0.423 syn
book-n 书名 本 0.189 syn
book-n 《 书 0.283 syn
book-n 《 书 0.283 syn
book-n 《 本 0.117 syn
book-n 《 书 0.283 syn
book-n 《 书 0.283 syn
book-n 《 本 0.117 syn
book-n 》 书 0.296 syn
book-n 》 书 0.296 syn
book-n 》 本 0.091 syn
book-n 书籍 书 0.366 syn
book-n 书籍 书 0.366 syn
book-n 书籍 书 0.366 syn
book-n 书籍 书 0.366 syn
book-n 书籍 书 0.366 syn
book-n 书 本 0.212 syn
book-n 书 本 0.212 syn
book-n 书 本 0.212 syn
book-n 书 本 0.212 syn
book-n 书 本 0.212 syn
book-n 书 本 0.212 syn
book-n 书 本 0.212 syn
book-n 书 本 0.212 syn
book-n 书 本 0.212 syn
book-n 书 本 0.212 syn
book-n 书 本 0.212 syn
weapon-n 武器 核武器 0.597 syn
weapon-n 武器 核武器 0.597 syn
weapon-n 武器 核武器 0.597 syn
weapon-n 武器 核武器 0.597 syn
weapon-n 武器 核武器 0.597 syn
weapon-n 武器 核武器 0.597 syn
weapon-n 武器 核武器 0.597 syn
weapon-n 武器 核武器 0.597 syn
weapon-n 武器 核武器 0.597 syn
detail-n 详细 仔细 0.591 syn
participate-v 参 参与 0.095 syn
participate-v 参 参加 0.134 syn
participate-v 群防 参加 0.067 syn
participate-v 参与 参加 0.593 syn
participate-v 参与 参加 0.593 syn
participate-v 参与 参加 0.593 syn
participate-v 参与 参加 0.593 syn
participate-v 参与 参加 0.593 syn
participate-v 参与 参加 0.593 syn
participate-v 参与 参加 0.593 syn
leave-v 留在 在家 0.452 syn
leave-v 离任 走 -0.049 syn
leave-v 离任 离开 0.285 syn
leave-v 出国 走 0.366 syn
leave-v 出国 离开 0.427 syn
leave-v 离家出走 走 0.131 syn
leave-v 离家出走 离开 0.35 syn
leave-v 走 打工 0.494 syn
leave-v 走 离开 0.189 syn
leave-v 走 离开 0.189 syn
leave-v 走出 打工 0.207 syn
leave-v 走出 打工 0.207 syn
leave-v 打工 在家 0.686 poly
leave-v 打工 离开 0.36 syn
settle-v 抉择 依靠 0.285 syn
settle-v 落户 落户 1.0 poly
propose-v 建议 提出 0.58 syn
propose-v 提出 提 0.413 syn
propose-v 提出 提出 1.0 poly
propose-v 提出 提 0.413 syn
propose-v 提出 提 0.413 syn
propose-v 提出 提 0.413 syn
propose-v 提出 提 0.413 syn
propose-v 提出 提 0.413 syn
propose-v 提出 提 0.413 syn
find-v 发现 找出 0.272 syn
find-v 发现 找到 0.316 syn
find-v 发现 找 0.216 syn
find-v 发现 找到 0.316 syn
find-v 发现 找到 0.316 syn
find-v 发现 发现 1.0 poly
find-v 发现 找到 0.316 syn
find-v 发现 找到 0.316 syn
find-v 发现 寻找 0.271 syn
find-v 发现 发现 1.0 poly
find-v 发现 找到 0.316 syn
find-v 发现 找 0.216 syn
find-v 发现 找出 0.272 syn
find-v 发现 找到 0.316 syn
find-v 发现 找 0.216 syn
find-v 发现 找出 0.272 syn
find-v 发现 找到 0.316 syn
find-v 发现 找 0.216 syn
find-v 发现 发现 1.0 poly
find-v 发现 找到 0.316 syn
find-v 发现 找 0.216 syn
find-v 发现 发现 1.0 poly
find-v 发现 找到 0.316 syn
find-v 发现 找到 0.316 syn
find-v 发现 寻找 0.271 syn
find-v 发现 找到 0.316 syn
find-v 发现 找到 0.316 syn
